Feature,Feature Value,SHAP Value,Absolute Value,Category
cell_x_ul_retx_46,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_46,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_46,445056.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_46,1156468.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_47,2285958.0,0.0,0.0,dl_bitrate
ul_bitrate_47,663227.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_47,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_47,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_47,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_47,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_47,394694.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_47,1353090.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_48,3434931.0,0.0,0.0,dl_bitrate
ul_bitrate_48,136826.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_48,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_48,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_48,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_48,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_48,66654.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_48,2231792.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_49,2283629.0,0.0,0.0,dl_bitrate
ul_bitrate_49,140132.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_49,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_49,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_49,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_49,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_49,68483.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_49,1394417.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_50,5300189.0,0.0,0.0,dl_bitrate
ul_bitrate_50,590361.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_50,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_50,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_50,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_50,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_50,337223.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_50,3354546.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_51,1871951.0,0.0,0.0,dl_bitrate
ul_bitrate_51,747139.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_51,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_51,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_51,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_51,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_51,445336.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_51,1156648.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_52,1883039.0,0.0,0.0,dl_bitrate
ul_bitrate_52,770922.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_52,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_52,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_52,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_52,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_52,456628.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_52,1158857.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_53,2306973.0,0.0,0.0,dl_bitrate
ul_bitrate_53,873952.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_53,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_53,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_53,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_53,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_53,503194.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_53,1381302.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_54,3800938.0,0.0,0.0,dl_bitrate
ul_bitrate_54,473049.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_54,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_54,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_54,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_54,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_54,255978.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_54,2407526.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_55,2260914.0,0.0,0.0,dl_bitrate
ul_bitrate_55,142168.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_55,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_55,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_55,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_55,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_55,68557.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_55,1395449.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_56,5471844.0,0.0,0.0,dl_bitrate
ul_bitrate_56,294198.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_56,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_56,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_56,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_56,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_56,152588.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_56,3469434.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_57,1930080.0,0.0,0.0,dl_bitrate
ul_bitrate_57,762342.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_57,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_57,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_57,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_57,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_57,457460.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_57,1158313.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_58,1814869.0,0.0,0.0,dl_bitrate
ul_bitrate_58,724309.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_58,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_58,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_58,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_58,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_58,425688.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_58,1154831.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_59,1873898.0,0.0,0.0,dl_bitrate
ul_bitrate_59,724665.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_59,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_59,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_59,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_59,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_59,430756.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_59,1156560.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_60,2110493.0,0.0,0.0,dl_bitrate
ul_bitrate_60,875310.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_60,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_60,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_60,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_60,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_60,500229.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_60,1301664.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_61,3837067.0,0.0,0.0,dl_bitrate
ul_bitrate_61,170771.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_61,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_61,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_61,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_61,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_61,97294.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_61,2390986.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_62,2287574.0,0.0,0.0,dl_bitrate
ul_bitrate_62,140422.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_62,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_62,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_62,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_62,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_62,68444.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_62,1404551.0,0.0,0.0,dl_total_bytes_non_incr
ul_bitrate_63,625553.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_63,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_63,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_63,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_63,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_63,339298.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_63,3567099.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_64,2338658.0,0.0,0.0,dl_bitrate
ul_bitrate_64,962147.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_64,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_64,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_64,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_64,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_64,100.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_64,92.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_65,2110754.0,0.0,0.0,dl_bitrate
ul_bitrate_65,872903.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_65,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_65,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_65,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_65,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_65,510993.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_65,1302880.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_66,2100557.0,0.0,0.0,dl_bitrate
ul_bitrate_66,855288.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_66,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_66,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_66,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_66,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_66,498201.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_66,1301860.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_67,3901602.0,0.0,0.0,dl_bitrate
ul_bitrate_67,233348.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_67,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_67,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_67,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_67,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_67,135413.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_67,2427777.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_68,2264786.0,0.0,0.0,dl_bitrate
ul_bitrate_68,141928.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_68,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_68,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_68,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_68,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_68,68609.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_68,1416272.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_69,5414707.0,0.0,0.0,dl_bitrate
ul_bitrate_69,458462.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_69,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_69,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_69,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_69,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_69,261215.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_69,3408642.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_70,2042541.0,0.0,0.0,dl_bitrate
ul_bitrate_70,775293.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_70,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_70,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_70,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_70,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_70,445867.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_70,1263672.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_71,1877402.0,0.0,0.0,dl_bitrate
ul_bitrate_71,770029.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_71,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_71,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_71,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_71,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_71,460264.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_71,1158069.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_72,1959869.0,0.0,0.0,dl_bitrate
ul_bitrate_72,823784.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_72,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_72,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_72,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_72,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_72,479474.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_72,1193187.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_73,3771155.0,0.0,0.0,dl_bitrate
ul_bitrate_73,606872.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_73,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_73,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_73,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_73,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_73,350854.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_73,2377142.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_74,2283695.0,0.0,0.0,dl_bitrate
ul_bitrate_74,139341.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_74,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_74,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_74,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_74,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_74,68449.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_74,1416908.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_75,4911035.0,0.0,0.0,dl_bitrate
ul_bitrate_75,151679.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_75,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_75,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_75,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_75,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_75,75521.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_75,3016047.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_76,2557794.0,0.0,0.0,dl_bitrate
ul_bitrate_76,737031.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_76,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_76,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_76,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_76,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_76,427122.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_76,1665216.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_77,1932130.0,0.0,0.0,dl_bitrate
ul_bitrate_77,761824.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_77,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_77,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_77,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_77,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_77,456408.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_77,1158065.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_78,2049387.0,0.0,0.0,dl_bitrate
ul_bitrate_78,804731.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_78,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_78,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_78,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_78,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_78,466401.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_78,1299203.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_79,2112258.0,0.0,0.0,dl_bitrate
ul_bitrate_79,870950.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_79,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_79,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_79,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_79,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_79,506525.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_79,1301400.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_80,3800303.0,0.0,0.0,dl_bitrate
ul_bitrate_80,242245.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_80,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_80,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_80,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_80,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_80,132382.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_80,2382229.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_81,2249798.0,0.0,0.0,dl_bitrate
ul_bitrate_81,138752.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_81,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_81,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_81,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_81,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_81,68154.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_81,1383144.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_82,5431383.0,0.0,0.0,dl_bitrate
ul_bitrate_82,458516.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_82,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_82,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_82,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_82,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_82,252683.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_82,3433547.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_83,1957196.0,0.0,0.0,dl_bitrate
ul_bitrate_83,777152.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_83,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_83,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_83,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_83,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_83,463230.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_83,1192427.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_84,2257868.0,0.0,0.0,dl_bitrate
ul_bitrate_84,938612.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_84,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_84,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_84,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_84,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_84,532216.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_84,1409833.0,0.0,0.0,dl_total_bytes_non_incr
ul_bitrate_85,1072109.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_85,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_85,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_85,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_85,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_85,592107.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_85,1589504.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_86,3836427.0,0.0,0.0,dl_bitrate
ul_bitrate_86,340338.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_86,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_86,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_86,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_86,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_86,193381.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_86,2379842.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_87,2251521.0,0.0,0.0,dl_bitrate
ul_bitrate_87,140769.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_87,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_87,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_87,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_87,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_87,68600.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_87,1403499.0,0.0,0.0,dl_total_bytes_non_incr
ul_bitrate_88,381590.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_88,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_88,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_88,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_88,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_88,209854.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_88,3427755.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_89,1925937.0,0.0,0.0,dl_bitrate
ul_bitrate_89,769522.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_89,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_89,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_89,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_89,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_89,449350.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_89,1192507.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_90,2047001.0,0.0,0.0,dl_bitrate
ul_bitrate_90,762387.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_90,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_90,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_90,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_90,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_90,444099.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_90,1237296.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_91,2118359.0,0.0,0.0,dl_bitrate
ul_bitrate_91,931084.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_91,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_91,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_91,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_91,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_91,539257.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_91,1328265.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_92,3933096.0,0.0,0.0,dl_bitrate
ul_bitrate_92,633211.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_92,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_92,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_92,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_92,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_92,369809.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_92,2441658.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_93,2244744.0,0.0,0.0,dl_bitrate
ul_bitrate_93,141055.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_93,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_93,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_93,-1.0,0.0,0.0,cell_x_ul_retx
