Feature,Feature Value,SHAP Value,Absolute Value,Category
cell_x_ul_tx_93,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_93,68372.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_93,1404311.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_94,3874820.0,0.0,0.0,dl_bitrate
ul_bitrate_94,146850.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_94,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_94,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_94,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_94,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_94,71645.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_94,2356535.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_95,3795869.0,0.0,0.0,dl_bitrate
ul_bitrate_95,813140.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_95,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_95,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_95,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_95,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_95,467867.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_95,2454864.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_96,2114929.0,0.0,0.0,dl_bitrate
ul_bitrate_96,925762.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_96,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_96,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_96,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_96,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_96,100.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_96,92.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_97,2188016.0,0.0,0.0,dl_bitrate
ul_bitrate_97,869918.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_97,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_97,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_97,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_97,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_97,502099.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_97,1335170.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_98,2274168.0,0.0,0.0,dl_bitrate
ul_bitrate_98,771790.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_98,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_98,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_98,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_98,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_98,445115.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_98,1326670.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_99,3737491.0,0.0,0.0,dl_bitrate
ul_bitrate_99,144261.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_99,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_99,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_99,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_99,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_99,70336.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_99,2431164.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_100,2281785.0,0.0,0.0,dl_bitrate
ul_bitrate_100,142813.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_100,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_100,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_100,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_100,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_100,68849.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_100,1395409.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_101,5252591.0,0.0,0.0,dl_bitrate
ul_bitrate_101,570927.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_101,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_101,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_101,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_101,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_101,333614.0,0.0,0.0,ul_total_bytes_non_incr
dl_bitrate_102,2101147.0,0.0,0.0,dl_bitrate
ul_bitrate_102,801953.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_102,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_102,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_102,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_102,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_102,467901.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_102,1259243.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_103,2119089.0,0.0,0.0,dl_bitrate
ul_bitrate_103,919937.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_103,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_103,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_103,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_103,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_103,531697.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_103,1344401.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_104,2251992.0,0.0,0.0,dl_bitrate
ul_bitrate_104,895912.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_104,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_104,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_104,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_104,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_104,515022.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_104,1351735.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_105,3808224.0,0.0,0.0,dl_bitrate
ul_bitrate_105,292262.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_105,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_105,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_105,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_105,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_105,158589.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_105,2428663.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_106,2257049.0,0.0,0.0,dl_bitrate
ul_bitrate_106,135108.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_106,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_106,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_106,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_106,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_106,66430.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_106,1381708.0,0.0,0.0,dl_total_bytes_non_incr
ul_bitrate_107,388806.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_107,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_107,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_107,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_107,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_107,221804.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_107,3399961.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_108,2216518.0,0.0,0.0,dl_bitrate
ul_bitrate_108,880163.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_108,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_108,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_108,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_108,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_108,507761.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_108,1392640.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_109,2113138.0,0.0,0.0,dl_bitrate
ul_bitrate_109,914808.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_109,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_109,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_109,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_109,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_109,524769.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_109,1303753.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_110,2102296.0,0.0,0.0,dl_bitrate
ul_bitrate_110,800707.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_110,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_110,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_110,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_110,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_110,468269.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_110,1297715.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_111,3629901.0,0.0,0.0,dl_bitrate
ul_bitrate_111,492932.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_111,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_111,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_111,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_111,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_111,293742.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_111,2266706.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_112,2226995.0,0.0,0.0,dl_bitrate
ul_bitrate_112,138555.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_112,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_112,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_112,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_112,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_112,67262.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_112,1382448.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_113,5644534.0,0.0,0.0,dl_bitrate
ul_bitrate_113,185316.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_113,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_113,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_113,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_113,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_113,86755.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_113,3553474.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_114,2103590.0,0.0,0.0,dl_bitrate
ul_bitrate_114,839330.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_114,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_114,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_114,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_114,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_114,491161.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_114,1301200.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_115,2423048.0,0.0,0.0,dl_bitrate
ul_bitrate_115,1087146.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_115,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_115,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_115,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_115,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_115,610096.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_115,1483328.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_116,2485206.0,0.0,0.0,dl_bitrate
ul_bitrate_116,1027254.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_116,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_116,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_116,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_116,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_116,569525.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_116,1552176.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_117,3702805.0,0.0,0.0,dl_bitrate
ul_bitrate_117,502245.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_117,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_117,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_117,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_117,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_117,292839.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_117,2293403.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_118,2253291.0,0.0,0.0,dl_bitrate
ul_bitrate_118,140599.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_118,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_118,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_118,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_118,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_118,68496.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_118,1404451.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_119,5581651.0,0.0,0.0,dl_bitrate
ul_bitrate_119,174400.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_119,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_119,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_119,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_119,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_119,83024.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_119,3529838.0,0.0,0.0,dl_total_bytes_non_incr
dl_bitrate_120,2115002.0,0.0,0.0,dl_bitrate
ul_bitrate_120,906635.0,0.0,0.0,ul_bitrate
cell_x_dl_retx_120,-1.0,0.0,0.0,cell_x_dl_retx
cell_x_dl_tx_120,-1.0,0.0,0.0,cell_x_dl_tx
cell_x_ul_retx_120,-1.0,0.0,0.0,cell_x_ul_retx
cell_x_ul_tx_120,-1.0,0.0,0.0,cell_x_ul_tx
ul_total_bytes_non_incr_120,529477.0,0.0,0.0,ul_total_bytes_non_incr
dl_total_bytes_non_incr_120,1304569.0,0.0,0.0,dl_total_bytes_non_incr
extra_feature_0,0.0,0.0,0.0,other
extra_feature_1,0.0,0.0,0.0,other
extra_feature_2,0.0,0.0,0.0,other
